anno;ats_struttura;codice_struttura_di_ricovero;descrizione_struttura_di_ricovero;coordinata_geografica_x;coordinata_geografica_y;codice_disciplina;descrizione_disciplina;tipologia_assistenza;tipo_drg;codice_drg;descrizione_drg;codice_acc_di_diagnosi;descrizione_acc_di_diagnosi;codice_mdc;descrizione_mdc;totale_ricoveri;ricoveri_do;ricoveri_ordinari_01_giorni;ricoveri_dh;ricoveri_ds;giornate_degenza_do;accessi_dh;accessi_ds;giornate_degenza_totali;dimissioni_volontarie;trasferimenti;ricoveri_ripetuti;ritorni_in_sala_operatoria
2015;328 - ATS DI PAVIA;030193-00;OSPEDALE CIVILE - VIGEVANO;45.32134211;8.865051428;37;OSTETRICIA E GINECOLOGIA;A;M;380;ABORTO SENZA D&C;177;ABORTO SPONTANEO;14;GRAVIDANZA, PARTO E PUERPERIO;5;5;1;0;0;9;0;0;9;0;0;0;0
2014;326 - ATS DI BRESCIA;030295-00;FONDAZIONE POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;21;GERIATRIA;A;M;96;BRONCHITE E ASMA, ETA' > 17 CON CC;128;ASMA;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;8;0;0;8;0;0;0;0
2014;326 - ATS DI BRESCIA;030184-00;OSPEDALE DI MANERBIO;45.35666995;10.14405823;26;MEDICINA GENERALE;A;M;428;DISTURBI DI PERSONALITA' E CONTROLLO DEGLI IMPULSI;670;ALTRI DISTURBI;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;6;0;0;6;0;0;0;0
2012;326 - ATS DI BRESCIA;030156-00;OSPEDALE DI DESENZANO;45.4098217;10.56462005;43;UROLOGIA;A;M;316;INSUFFICIENZA RENALE;158;INSUFFICIENZA RENALE CRONICA;11;MALATTIE E DISTURBI RENE E VIE URINARIE;1;0;0;1;0;0;1;0;1;0;0;0;0
2014;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE SONDRIO;46.1707552;9.879429303;26;MEDICINA GENERALE;A;M;141;SINCOPE E COLLASSO CON CC;245;SINCOPE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;5;5;0;0;0;50;0;0;50;0;0;0;0
2015;327 - ATS DELLA VAL PADANA;030239-00;OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO;45.03582107;11.11733222;40;PSICHIATRIA;A;M;430;PSICOSI;659;SCHIZOFRENIA E DISTURBI CORRELATI;19;MALATTIE E DISTURBI MENTALI;62;62;1;0;0;1295;0;0;1295;0;0;0;0
2012;326 - ATS DI BRESCIA;030184-00;OSPEDALE DI MANERBIO;45.35666995;10.14405823;39;PEDIATRIA;A;M;145;ALTRE DIA. APP. CIRCOLATORIO SENZA CC;670;ALTRI DISTURBI;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;0;0;0;3;0;0;3;0;0;0;0
2015;328 - ATS DI PAVIA;030198-00;ISTITUTO CLINICO BEATO MATTEO;45.30665545;8.869449753;9;CHIRURGIA GENERALE;A;C;158;INT. SU ANO E STOMA SENZA CC;120;EMORROIDI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;58;58;45;0;0;85;0;0;85;0;0;0;0
2017;326 - ATS DI BRESCIA;030295-00;FONDAZIONE POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;21;GERIATRIA;A;M;564;CEFALEA, ETÀ > 17 ANNI;84;CEFALEA , INCLUSA L'EMICRANIA;1;MALATTIE E DISTURBI SISTEMA NERVOSO;1;1;0;0;0;7;0;0;7;0;0;0;0
2015;324 - ATS DELLA BRIANZA;030903-00;OSPEDALE DI CIRCOLO A. MANZONI - LECCO;45.85324969;9.412681005;32;NEUROLOGIA;A;M;9;MAL. E TRAUMATISMI MIDOLLO SPINALE;82;PARALISI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;2;2;0;0;0;23;0;0;23;0;0;0;0
2015;325 - ATS DI BERGAMO;030131-00;OSPEDALE DI TREVIGLIO E CARAVAGGIO;45.5109663;9.610034385;26;MEDICINA GENERALE;A;M;141;SINCOPE E COLLASSO CON CC;245;SINCOPE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;4;4;0;0;0;85;0;0;85;0;0;0;0
2018;328 - ATS DI PAVIA;030938-00;IRCCS CENTRO MEDICO DI PAVIA;45.20076006;9.165603754;9;CHIRURGIA GENERALE;A;C;158;INT. SU ANO E STOMA SENZA CC;120;EMORROIDI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;65;65;8;0;0;130;0;0;130;0;0;0;0
2013;327 - ATS DELLA VAL PADANA;030908-00;ISTITUTI OSPITALIERI - CREMONA;45.1439181;10.02604335;8;CARDIOLOGIA;A;M;127;INSUFFICIENZA CARDIACA E SHOCK;249;SHOCK;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;2;2;1;0;0;4;0;0;4;0;0;0;0
2015;327 - ATS DELLA VAL PADANA;030907-00;OSPEDALE C. POMA - MANTOVA;45.14135331;10.77189591;8;CARDIOLOGIA;A;M;372;PARTO VAGINALE CON CC;196;GRAVIDANZA E/O PARTO NORMALE;14;GRAVIDANZA, PARTO E PUERPERIO;1;1;0;0;0;3;0;0;3;0;0;0;0
2015;324 - ATS DELLA BRIANZA;030068-00;PRESIDIO OSPEDALIERO DI DESIO;45.62966255;9.197498905;37;OSTETRICIA E GINECOLOGIA;A;C;371;PARTO CESAREO SENZA CC;189;PREGRESSO PARTO CESAREO;14;GRAVIDANZA, PARTO E PUERPERIO;78;78;0;0;0;293;0;0;293;0;0;0;0
2013;328 - ATS DI PAVIA;030924-00;POLICLINICO S. MATTEO - PAVIA;45.19564231;9.147460893;39;PEDIATRIA;A;M;429;DISTURBI ORGANICI E RITARDO MENTALE;217;ALTRE ANOMALIE CONGENITE;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;2;0;0;2;0;0;0;0
2015;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE SONDRIO;46.1707552;9.879429303;64;ONCOLOGIA;A;M;82;NEOPLASIE APP. RESPIRATORIO;42;TUMORI MALIGNI SECONDARI;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;8;8;0;0;0;101;0;0;101;0;0;0;0
2018;325 - ATS DI BERGAMO;030131-00;OSPEDALE DI TREVIGLIO E CARAVAGGIO;45.5109663;9.610034385;40;PSICHIATRIA;A;M;430;PSICOSI;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;72;72;2;0;0;1014;0;0;1014;0;0;0;0
2016;324 - ATS DELLA BRIANZA;030909-00;OSPEDALE S.GERARDO - MONZA;45.60018518;9.258430902;34;OCULISTICA;A;C;36;INT. SU RETINA;86;CATARATTA;2;MALATTIE E DISTURBI OCCHIO;53;34;9;0;19;85;0;19;104;0;0;0;0
2015;326 - ATS DI BRESCIA;030906-00;PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;45.55518065;10.23255305;32;NEUROLOGIA;A;M;45;MAL. NEUROLOGICHE OCCHIO;89;CECITA' E DIFETTI VISIVI;2;MALATTIE E DISTURBI OCCHIO;31;31;1;0;0;201;0;0;201;0;0;0;0
2015;325 - ATS DI BERGAMO;030131-00;OSPEDALE DI TREVIGLIO E CARAVAGGIO;45.5109663;9.610034385;32;NEUROLOGIA;A;M;430;PSICOSI;659;SCHIZOFRENIA E DISTURBI CORRELATI;19;MALATTIE E DISTURBI MENTALI;20;20;0;0;0;220;0;0;220;0;0;0;0
2013;322 - ATS DELL'INSUBRIA;030030-00;OSPEDALE  VALDUCE;45.810159;9.087697664;39;PEDIATRIA;A;M;143;DOLORE TORACICO;102;DOLORE TORACICO NON SPECIFICO;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;2;2;0;0;0;5;0;0;5;0;0;0;0
2013;325 - ATS DI BERGAMO;030905-00;OSPEDALE PAPA GIOVANNI XXIII - BG;45.68701679;9.63853045;24;MALATTIE INFETTIVE E TROPICALI;A;M;489;INFEZ. HIV CON PATOLOGIE CORRELATE MAGGIORI;4;MICOSI;25;INFEZIONI DA HIV;2;2;0;0;0;45;0;0;45;0;0;0;0
2013;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE SONDRIO;46.1707552;9.879429303;43;UROLOGIA;A;C;163;INT. ERNIA, ETA' < 18;143;ERNIA ADDOMINALE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;1;0;0;1;0;0;1;0;0;0;0
2016;325 - ATS DI BERGAMO;030140-00;OSPEDALE BOLOGNINI - SERIATE;45.68364972;9.716990446;37;OSTETRICIA E GINECOLOGIA;A;C;371;PARTO CESAREO SENZA CC;670;ALTRI DISTURBI;14;GRAVIDANZA, PARTO E PUERPERIO;11;11;0;0;0;32;0;0;32;0;0;0;0
2014;322 - ATS DELL'INSUBRIA;030901-00;OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI;45.80802245;8.837196022;51;ASTANTERIA;A;M;430;PSICOSI;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;6;6;1;0;0;39;0;0;39;0;0;0;0
2012;326 - ATS DI BRESCIA;030176-00;CASA DI CURA S. ANNA - BRESCIA;45.55381415;10.18167955;26;MEDICINA GENERALE;A;M;141;SINCOPE E COLLASSO CON CC;245;SINCOPE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;0;0;0;3;0;0;3;0;0;0;0
2016;324 - ATS DELLA BRIANZA;030024-00;OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE;45.69980844;9.4174883;39;PEDIATRIA;A;C;163;INT. ERNIA, ETA' < 18;143;ERNIA ADDOMINALE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;68;1;0;0;67;2;0;67;69;0;0;0;0
2012;325 - ATS DI BERGAMO;030140-00;OSPEDALE BOLOGNINI - SERIATE;45.68364972;9.716990446;26;MEDICINA GENERALE;A;M;141;SINCOPE E COLLASSO CON CC;245;SINCOPE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;2;2;0;0;0;23;0;0;23;0;0;0;0
2012;327 - ATS DELLA VAL PADANA;030209-00;OSPEDALE MAGGIORE - CREMA;45.35443602;9.681217036;26;MEDICINA GENERALE;A;M;430;PSICOSI;659;SCHIZOFRENIA E DISTURBI CORRELATI;19;MALATTIE E DISTURBI MENTALI;2;2;0;0;0;17;0;0;17;0;0;0;0
2013;328 - ATS DI PAVIA;030924-00;POLICLINICO S. MATTEO - PAVIA;45.19564231;9.147460893;39;PEDIATRIA;A;M;429;DISTURBI ORGANICI E RITARDO MENTALE;654;DISTURBI DELLO SVILUPPO;19;MALATTIE E DISTURBI MENTALI;10;10;0;0;0;36;0;0;36;0;0;0;0
2019;326 - ATS DI BRESCIA;030163-00;PRESIDIO OSPEDALIERO DI ISEO;45.66237981;10.0510524;26;MEDICINA GENERALE;A;M;571;MALATTIE MAGGIORI DELL'ESOFAGO;4;MICOSI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;4;4;0;0;0;34;0;0;34;0;0;0;0
2014;327 - ATS DELLA VAL PADANA;030908-00;ISTITUTI OSPITALIERI - CREMONA;45.1439181;10.02604335;26;MEDICINA GENERALE;A;M;511;USTIONI NON ESTESE SENZA CC O TRAUMI RILEVANTI;240;USTIONI;22;USTIONI;2;2;1;0;0;8;0;0;8;0;0;0;0
2015;326 - ATS DI BRESCIA;030156-00;OSPEDALE DI DESENZANO;45.4098217;10.56462005;68;PNEUMOLOGIA;A;M;78;EMBOLIA POLMONARE;103;MALATTIA CARDIOPOLMONARE;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;21;21;0;0;0;207;0;0;207;0;0;0;0
2013;326 - ATS DI BRESCIA;030362-00;RESIDENZA ANNI AZZURRI - REZZATO;45.5131176;10.32973403;60;LUNGODEGENTI;L;M;12;MAL. DEGENERATIVE SIST. NERVOSO;82;PARALISI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;6;6;0;0;0;122;0;0;122;0;0;0;0
2016;326 - ATS DI BRESCIA;030295-00;FONDAZIONE POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;32;NEUROLOGIA;A;M;427;NEVROSI ESCL. NEVROSI DEPRESSIVE;670;ALTRI DISTURBI;19;MALATTIE E DISTURBI MENTALI;3;3;0;0;0;12;0;0;12;0;0;0;0
2013;328 - ATS DI PAVIA;030194-00;OSPEDALE CIVILE - VOGHERA;44.99301965;9.014096301;39;PEDIATRIA;A;M;430;PSICOSI;659;SCHIZOFRENIA E DISTURBI CORRELATI;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;3;0;0;3;0;0;0;0
2013;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;39;PEDIATRIA;A;M;27;STUPORE E COMA TRAUMAT.,COMA > 1 H;233;TRAUMATISMO INTRACRANICO;1;MALATTIE E DISTURBI SISTEMA NERVOSO;3;3;0;0;0;14;0;0;14;0;0;0;0
2013;328 - ATS DI PAVIA;030193-00;OSPEDALE CIVILE - VIGEVANO;45.32134211;8.865051428;39;PEDIATRIA;A;M;427;NEVROSI ESCL. NEVROSI DEPRESSIVE;650;DISTURBI DI ADATTAMENTO;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;3;0;0;3;0;0;0;0
2017;324 - ATS DELLA BRIANZA;030909-00;OSPEDALE S.GERARDO - MONZA;45.60018518;9.258430902;21;GERIATRIA;A;M;141;SINCOPE E COLLASSO CON CC;245;SINCOPE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;2;2;0;0;0;30;0;0;30;0;0;0;0
2019;328 - ATS DI PAVIA;030193-00;OSPEDALE CIVILE - VIGEVANO;45.32134211;8.865051428;37;OSTETRICIA E GINECOLOGIA;A;M;373;PARTO VAGINALE SENZA CC;196;GRAVIDANZA E/O PARTO NORMALE;14;GRAVIDANZA, PARTO E PUERPERIO;147;147;0;0;0;494;0;0;494;0;0;0;0
2016;328 - ATS DI PAVIA;030924-00;POLICLINICO S. MATTEO - PAVIA;45.19564231;9.147460893;52;DERMATOLOGIA;A;M;511;USTIONI NON ESTESE SENZA CC O TRAUMI RILEVANTI;240;USTIONI;22;USTIONI;5;5;0;0;0;33;0;0;33;0;0;0;0
2016;327 - ATS DELLA VAL PADANA;030209-00;OSPEDALE MAGGIORE - CREMA;45.35443602;9.681217036;40;PSICHIATRIA;A;M;430;PSICOSI;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;74;68;1;6;0;920;31;0;951;0;0;0;0
2016;327 - ATS DELLA VAL PADANA;030209-00;OSPEDALE MAGGIORE - CREMA;45.35443602;9.681217036;37;OSTETRICIA E GINECOLOGIA;A;M;380;ABORTO SENZA D&C;177;ABORTO SPONTANEO;14;GRAVIDANZA, PARTO E PUERPERIO;9;8;5;1;0;12;1;0;13;0;0;0;0
2015;328 - ATS DI PAVIA;030194-00;OSPEDALE CIVILE - VOGHERA;44.99301965;9.014096301;32;NEUROLOGIA;A;M;564;CEFALEA, ETÀ > 17 ANNI;84;CEFALEA , INCLUSA L'EMICRANIA;1;MALATTIE E DISTURBI SISTEMA NERVOSO;4;4;0;0;0;16;0;0;16;0;0;0;0
2016;328 - ATS DI PAVIA;030924-00;POLICLINICO S. MATTEO - PAVIA;45.19564231;9.147460893;49;TERAPIA INTENSIVA;A;M;423;ALTRE DIA. INFETTIVE E PARASSITARIE;4;MICOSI;18;MALATTIE INFETTIVE E PARASSITARIE;1;1;0;0;0;15;0;0;15;0;0;0;0
2015;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE SONDRIO;46.1707552;9.879429303;34;OCULISTICA;A;C;36;INT. SU RETINA;86;CATARATTA;2;MALATTIE E DISTURBI OCCHIO;2;1;1;0;1;1;0;1;2;0;0;0;0
2016;322 - ATS DELL'INSUBRIA;030017-00;CASA DI CURA MATER DOMINI - CASTELLANZA;45.60998685;8.906731831;34;OCULISTICA;A;C;38;INT. PRIMARI SU IRIDE;88;GLAUCOMA;2;MALATTIE E DISTURBI OCCHIO;3;3;3;0;0;3;0;0;3;0;0;0;0
2013;324 - ATS DELLA BRIANZA;030909-00;OSPEDALE S.GERARDO - MONZA;45.60018518;9.258430902;32;NEUROLOGIA;A;M;430;PSICOSI;659;SCHIZOFRENIA E DISTURBI CORRELATI;19;MALATTIE E DISTURBI MENTALI;2;2;0;0;0;20;0;0;20;0;0;0;0
2012;323 - ATS DELLA MONTAGNA;030904-00;OSPEDALE MORELLI - SONDALO;46.33431031;10.32968894;32;NEUROLOGIA;A;M;426;NEVROSI DEPRESSIVE;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;7;0;0;7;0;0;0;0
2017;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE SONDRIO;46.1707552;9.879429303;8;CARDIOLOGIA;A;M;316;INSUFFICIENZA RENALE;158;INSUFFICIENZA RENALE CRONICA;11;MALATTIE E DISTURBI RENE E VIE URINARIE;1;1;1;0;0;1;0;0;1;0;0;0;0
2017;322 - ATS DELL'INSUBRIA;030030-00;OSPEDALE  VALDUCE;45.810159;9.087697664;37;OSTETRICIA E GINECOLOGIA;A;M;380;ABORTO SENZA D&C;177;ABORTO SPONTANEO;14;GRAVIDANZA, PARTO E PUERPERIO;4;1;1;3;0;1;3;0;4;0;0;0;0
2017;326 - ATS DI BRESCIA;030906-00;PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;45.55518065;10.23255305;34;OCULISTICA;A;M;43;IFEMA;239;TRAUMATISMI SUPERFICIALI, CONTUSIONI;2;MALATTIE E DISTURBI OCCHIO;5;5;3;0;0;13;0;0;13;0;0;0;0
2012;328 - ATS DI PAVIA;030191-00;OSPEDALE S.MARTINO - MEDE;45.0916877;8.730877198;26;MEDICINA GENERALE;A;M;45;MAL. NEUROLOGICHE OCCHIO;89;CECITA' E DIFETTI VISIVI;2;MALATTIE E DISTURBI OCCHIO;1;1;0;0;0;5;0;0;5;0;0;0;0
2017;325 - ATS DI BERGAMO;030905-00;OSPEDALE PAPA GIOVANNI XXIII - BG;45.68701679;9.63853045;32;NEUROLOGIA;A;M;432;ALTRE DIA. RELATIVE A DISTURBI MENTALI;670;ALTRI DISTURBI;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;8;0;0;8;0;0;0;0
2015;326 - ATS DI BRESCIA;030184-00;OSPEDALE DI MANERBIO;45.35666995;10.14405823;34;OCULISTICA;A;C;37;INT. SU ORBITA;235;FERITE APERTE DI TESTA, COLLO E TRONCO;2;MALATTIE E DISTURBI OCCHIO;2;2;0;0;0;13;0;0;13;0;0;0;0
2016;328 - ATS DI PAVIA;030194-00;OSPEDALE CIVILE - VOGHERA;44.99301965;9.014096301;32;NEUROLOGIA;A;M;141;SINCOPE E COLLASSO CON CC;245;SINCOPE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;2;2;0;0;0;11;0;0;11;0;0;0;0
2016;326 - ATS DI BRESCIA;030184-00;OSPEDALE DI MANERBIO;45.35666995;10.14405823;34;OCULISTICA;A;C;38;INT. PRIMARI SU IRIDE;88;GLAUCOMA;2;MALATTIE E DISTURBI OCCHIO;1;1;0;0;0;4;0;0;4;0;0;0;0
2015;328 - ATS DI PAVIA;030193-00;OSPEDALE CIVILE - VIGEVANO;45.32134211;8.865051428;39;PEDIATRIA;A;M;511;USTIONI NON ESTESE SENZA CC O TRAUMI RILEVANTI;240;USTIONI;22;USTIONI;2;2;0;0;0;8;0;0;8;0;0;0;0
2012;326 - ATS DI BRESCIA;030295-00;POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;34;OCULISTICA;A;M;43;IFEMA;239;TRAUMATISMI SUPERFICIALI, CONTUSIONI;2;MALATTIE E DISTURBI OCCHIO;3;3;0;0;0;6;0;0;6;0;0;0;0
2015;326 - ATS DI BRESCIA;030163-00;PRESIDIO OSPEDALIERO DI ISEO;45.66237981;10.0510524;40;PSICHIATRIA;A;M;427;NEVROSI ESCL. NEVROSI DEPRESSIVE;650;DISTURBI DI ADATTAMENTO;19;MALATTIE E DISTURBI MENTALI;15;15;1;0;0;129;0;0;129;0;0;0;0
2012;326 - ATS DI BRESCIA;030184-00;OSPEDALE DI MANERBIO;45.35666995;10.14405823;9;CHIRURGIA GENERALE;A;M;509;USTIONESPESS SNZ TRPPELLE/LESINAL SNZ CC/TRAUMRIL;240;USTIONI;22;USTIONI;1;1;0;0;0;4;0;0;4;0;0;0;0
2014;327 - ATS DELLA VAL PADANA;030907-00;OSPEDALE C. POMA - MANTOVA;45.14135331;10.77189591;39;PEDIATRIA;A;M;190;ALTRE DIA. APP. DIGERENTE, ET{  < 18;240;USTIONI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;1;0;0;1;0;0;1;0;0;0;0
2016;326 - ATS DI BRESCIA;030161-00;PRESIDIO OSPEDALIERO DI SALO';45.60526271;10.52178742;40;PSICHIATRIA;A;M;426;NEVROSI DEPRESSIVE;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;3;3;0;0;0;35;0;0;35;0;0;0;0
2014;326 - ATS DI BRESCIA;030906-00;PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;45.55518065;10.23255305;34;OCULISTICA;A;M;45;MAL. NEUROLOGICHE OCCHIO;91;ALTRI DISTURBI DEGLI OCCHI;2;MALATTIE E DISTURBI OCCHIO;8;8;1;0;0;42;0;0;42;0;0;0;0
2014;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;39;PEDIATRIA;A;C;3;CRANIOTOMIA ETA' < 18;228;FRATTURE DEL CRANIO E DELLA FACCIA;1;MALATTIE E DISTURBI SISTEMA NERVOSO;2;2;0;0;0;14;0;0;14;0;0;0;0
2018;328 - ATS DI PAVIA;030194-00;OSPEDALE CIVILE - VOGHERA;44.99301965;9.014096301;8;CARDIOLOGIA;A;M;143;DOLORE TORACICO;102;DOLORE TORACICO NON SPECIFICO;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;8;8;1;0;0;33;0;0;33;0;0;1;0
2017;326 - ATS DI BRESCIA;030184-00;OSPEDALE DI MANERBIO;45.35666995;10.14405823;9;CHIRURGIA GENERALE;A;C;157;INT. SU ANO E STOMA CON CC;120;EMORROIDI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;9;0;0;9;0;0;0;1
2015;325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;64;ONCOLOGIA;A;C;468;INT. CHIR. ESTESO NON CORRELATO CON DIA. PRINC.;42;TUMORI MALIGNI SECONDARI;NA;MDC NON APPLICABILE;1;1;0;0;0;29;0;0;29;0;0;0;0
2016;322 - ATS DELL'INSUBRIA;030030-00;OSPEDALE  VALDUCE;45.810159;9.087697664;39;PEDIATRIA;A;M;190;ALTRE DIA. APP. DIGERENTE, ET{  < 18;247;LINFADENITE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;8;8;0;0;0;25;0;0;25;0;0;0;0
2013;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE SONDRIO;46.1707552;9.879429303;32;NEUROLOGIA;A;M;564;CEFALEA, ETÀ > 17 ANNI;670;ALTRI DISTURBI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;2;2;0;0;0;14;0;0;14;0;0;0;0
2018;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;39;PEDIATRIA;A;M;428;DISTURBI DI PERSONALITA' E CONTROLLO DEGLI IMPULSI;670;ALTRI DISTURBI;19;MALATTIE E DISTURBI MENTALI;3;3;0;0;0;17;0;0;17;0;0;0;0
2014;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;39;PEDIATRIA;A;C;50;SIALOADENECTOMIA;11;TUMORI MALIGNI DI TESTA E COLLO;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;2;2;0;0;0;11;0;0;11;0;0;0;0
2019;326 - ATS DI BRESCIA;030163-00;PRESIDIO OSPEDALIERO DI ISEO;45.66237981;10.0510524;26;MEDICINA GENERALE;A;M;134;IPERTENSIONE;98;IPERTENSIONE ESSENZIALE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;3;3;0;0;0;8;0;0;8;0;0;0;0
2013;327 - ATS DELLA VAL PADANA;030209-00;OSPEDALE MAGGIORE - CREMA;45.35443602;9.681217036;39;PEDIATRIA;A;M;431;DISTURBI MENTALI DELL'INFANZIA;654;DISTURBI DELLO SVILUPPO;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;7;0;0;7;0;0;0;0
2016;324 - ATS DELLA BRIANZA;030381-00;FOND. MB PER IL BAMBINO E LA SUA MAMMA - MONZA;45.60018518;9.258430902;39;PEDIATRIA;A;C;481;TRAPIANTO DI MIDOLLO OSSEO;39;LEUCEMIE;PR;PREMDC (DRG SENZA SPECIFICA MDC);26;26;0;0;0;1241;0;0;1241;0;0;0;0
2015;325 - ATS DI BERGAMO;030131-00;OSPEDALE DI TREVIGLIO E CARAVAGGIO;45.5109663;9.610034385;34;OCULISTICA;A;C;36;INT. SU RETINA;86;CATARATTA;2;MALATTIE E DISTURBI OCCHIO;7;6;5;0;1;7;0;1;8;0;0;0;0
2013;327 - ATS DELLA VAL PADANA;030907-00;OSPEDALE C. POMA - MANTOVA;45.14135331;10.77189591;32;NEUROLOGIA;A;M;487;ALTRI TRAUMATISMI MULTIPLI RILEVANTI;233;TRAUMATISMO INTRACRANICO;24;TRAUMATISMI MULTIPLI;2;2;0;0;0;17;0;0;17;0;0;0;0
2014;322 - ATS DELL'INSUBRIA;030282-02;OSPEDALE LUINI CONFALONIERI - LUINO;45.9965612;8.745255601;9;CHIRURGIA GENERALE;A;M;509;USTIONESPESS SNZ TRPPELLE/LESINAL SNZ CC/TRAUMRIL;240;USTIONI;22;USTIONI;1;1;0;0;0;7;0;0;7;0;0;0;0
2016;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030916-00;OSPEDALE L. SACCO - MILANO;45.51662275;9.121078554;34;OCULISTICA;A;C;36;INT. SU RETINA;88;GLAUCOMA;2;MALATTIE E DISTURBI OCCHIO;1;1;0;0;0;2;0;0;2;0;0;0;0
2018;322 - ATS DELL'INSUBRIA;030030-00;OSPEDALE  VALDUCE;45.810159;9.087697664;34;OCULISTICA;A;C;38;INT. PRIMARI SU IRIDE;88;GLAUCOMA;2;MALATTIE E DISTURBI OCCHIO;13;13;12;0;0;17;0;0;17;0;0;0;0
2018;325 - ATS DI BERGAMO;030905-00;OSPEDALE PAPA GIOVANNI XXIII - BG;45.68701679;9.63853045;34;OCULISTICA;A;C;37;INT. SU ORBITA;91;ALTRI DISTURBI DEGLI OCCHI;2;MALATTIE E DISTURBI OCCHIO;1;1;0;0;0;4;0;0;4;0;0;0;0
2016;327 - ATS DELLA VAL PADANA;030907-00;OSPEDALE C. POMA - MANTOVA;45.14135331;10.77189591;64;ONCOLOGIA;A;M;78;EMBOLIA POLMONARE;103;MALATTIA CARDIOPOLMONARE;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;6;6;0;0;0;41;0;0;41;0;0;0;0
2014;322 - ATS DELL'INSUBRIA;030030-00;OSPEDALE  VALDUCE;45.810159;9.087697664;39;PEDIATRIA;A;M;81;INFEZ. E INFIAMM. RESPIRATORIE, ETA' < 18;1;TUBERCOLOSI;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;6;0;0;6;0;0;0;0
